id,created_date,year,category,name of actor,name of film
68804e8e-0bdd-4295-81af-b422ae348730,2022-06-21 15:16:29.959747,2005,Music (Original Score),Lemony Snicket's A Series of Unfortunate Events,Thomas Newman
83aeea34-0d7d-4b5a-b1c9-df23949fbeb4,2022-06-21 15:16:29.960349,2005,Music (Original Score),The Passion of the Christ,John Debney
9c2ef7f0-3786-420a-a0e9-747708af7b9e,2022-06-21 15:16:29.960947,2005,Music (Original Score),The Village,James Newton Howard
c07fe70c-2926-4cd3-8f8c-b7703b4c21f4,2022-06-21 15:16:29.962215,2005,Music (Original Song),The Motorcycle Diaries,Music and Lyric by Jorge Drexler
af046f14-89e6-47b3-8c74-8923928ab487,2022-06-21 15:16:29.963501,2005,Music (Original Song),Shrek 2,"Accidentally In Love in ""Shrek 2"" Music by Adam Duritz, Charles Gillingham, Jim Bogios, David Immergluck, Matthew Malley and David Bryson; Lyric by Adam Duritz and Daniel Vickrey"
ce5b7f9d-4c0b-4503-ba97-b50c60ecd0f5,2022-06-21 15:16:29.973112,2005,Music (Original Song),The Polar Express,"Believe in ""The Polar Express"" Music and Lyric by Glen Ballard and Alan Silvestri"
ab411deb-8cbe-4d82-b6af-6760c738dbd2,2022-06-21 15:16:29.974476,2005,Music (Original Song),The Phantom of the Opera,"Learn To Be Lonely in ""The Phantom of the Opera"" Music by Andrew Lloyd Webber; Lyric by Charles Hart"
f7550c0c-0f7d-424d-9e8d-e173704af29f,2022-06-21 15:16:29.975312,2005,Music (Original Song),The Chorus (Les Choristes),"Look To Your Path (Vois Sur Ton Chemin) in ""The Chorus (Les Choristes)"" Music by Bruno Coulais; Lyric by Christophe Barratier"
805d766e-3966-48b7-b19b-c81afc720819,2022-06-21 15:16:29.976552,2005,Best Picture,Million Dollar Baby,"Clint Eastwood, Albert S. Ruddy and Tom Rosenberg, Producers"
d1b25ab6-8b5c-4387-bb34-36cec0c8f9e6,2022-06-21 15:16:29.977273,2005,Best Picture,The Aviator,"Michael Mann and Graham King, Producers"
ec56bc20-2155-4c5d-85fb-f4616c000505,2022-06-21 15:16:29.979077,2005,Best Picture,Finding Neverland,"Richard N. Gladstein and Nellie Bellflower, Producers"
8309c88d-ff63-4475-ab1e-ab2cfa722d7e,2022-06-21 15:16:29.979864,2005,Best Picture,Ray,"Taylor Hackford, Stuart Benjamin and Howard Baldwin, Producers"
5f90a827-0336-4067-b5cb-1773ac12bbcf,2022-06-21 15:16:29.981218,2005,Best Picture,Sideways,"Michael London, Producer"
a0d62982-8f06-4ade-87ad-7c5d7f3383e1,2022-06-21 15:16:29.984413,2005,Short Film (Animated),Ryan,Chris Landreth
611ddd7e-cd8a-4a21-8427-9b91e3fdd425,2022-06-21 15:16:29.986798,2005,Short Film (Animated),Birthday Boy,Sejong Park and Andrew Gregory
1f57d4cd-f702-413c-bced-b04a86b97ba3,2022-06-21 15:16:29.987854,2005,Short Film (Animated),Gopher Broke,Jeff Fowler and Tim Miller
002ba1ad-e8b3-4774-a1bf-28d8cd53136a,2022-06-21 15:16:29.988398,2005,Short Film (Animated),Guard Dog,Bill Plympton
32982038-a0ed-4b81-aa9a-5faaf3561d02,2022-06-21 15:16:29.988957,2005,Short Film (Animated),Lorenzo,Mike Gabriel and Baker Bloodworth
03558ded-6d07-4d45-90f4-253bc23ee59b,2022-06-21 15:16:29.990206,2005,Short Film (Live Action),Wasp,Andrea Arnold
dbb56b29-c2de-440e-93dc-226d1ca8877e,2022-06-21 15:16:29.991303,2005,Short Film (Live Action),Everything in This Country Must,Gary McKendry
01b40294-aa97-43a9-85d0-4ae1241fadc9,2022-06-21 15:16:29.992099,2005,Short Film (Live Action),Little Terrorist,Ashvin Kumar
83f2041b-66af-424f-a654-bff449489be7,2022-06-21 15:16:29.992800,2005,Short Film (Live Action),"Two Cars, One Night",Nacho Vigalondo
43be5c45-0dbd-464e-b22f-a5ad4b035240,2022-06-21 15:16:29.994029,2005,Sound Editing,The Incredibles,Michael Silvers and Randy Thom
fa662378-545b-4840-b486-921531416a09,2022-06-21 15:16:29.996005,2005,Sound Editing,The Polar Express,Randy Thom and Dennis Leonard
e17dedef-fa83-49c5-a0df-afcac9b0a98f,2022-06-21 15:16:29.997066,2005,Sound Editing,Spider-Man 2,Paul N.J. Ottosson
0e88d829-0331-4c16-ad0b-338464ff4ac5,2022-06-21 15:16:29.998701,2005,Sound Mixing,Ray,"Scott Millan, Greg Orloff, Bob Beemer and Steve Cantamessa"
4fc4dad7-482c-4b01-8cb6-4e16568c9d6c,2022-06-21 15:16:30.000092,2005,Sound Mixing,The Aviator,Tom Fleischman and Petur Hliddal
d88acb6c-9e8d-4bfa-8315-569ddef3c788,2022-06-21 15:16:30.001266,2005,Sound Mixing,The Incredibles,"Randy Thom, Gary A. Rizzo and Doc Kane"
fd294389-8b82-49b0-8318-2aaf4f1d0ba7,2022-06-21 15:16:30.001844,2005,Sound Mixing,The Polar Express,"Randy Thom, Tom Johnson, Dennis Sands and William B. Kaplan"
9822dacf-476c-47e0-9241-01529d4299cb,2022-06-21 15:16:30.002436,2005,Sound Mixing,Spider-Man 2,"Kevin O'Connell, Greg P. Russell, Jeffrey J. Haboush and Joseph Geisinger"
04e39734-c000-4d6d-9f26-9df19956526c,2022-06-21 15:16:30.003542,2005,Visual Effects,Spider-Man 2,"John Dykstra, Scott Stokdyk, Anthony LaMolinara and John Frazier"
dba9d1cf-91cb-4c45-97a5-702c306e208a,2022-06-21 15:16:30.004190,2005,Visual Effects,Harry Potter and the Prisoner of Azkaban,"Roger Guyett, Tim Burke, John Richardson and Bill George"
7cc0c839-e5a1-4461-b91b-67fa88c60844,2022-06-21 15:16:30.004944,2005,Visual Effects,"I, Robot","John Nelson, Andrew R. Jones, Erik Nash and Joe Letteri"
4647e252-6ac7-46f7-8584-997d874069f9,2022-06-21 15:16:30.006164,2005,Writing (Adapted Screenplay),Sideways,Screenplay by Alexander Payne & Jim Taylor
d9318174-0e1d-4d02-b886-969579b562bb,2022-06-21 15:16:30.006881,2005,Writing (Adapted Screenplay),Before Sunset,"Screenplay by Richard Linklater, Julie Delpy, & Ethan Hawke; Story by Richard Linklater & Kim Krizan"
13d0570a-7686-468a-bd2b-84f898fa297c,2022-06-21 15:16:30.007606,2005,Writing (Adapted Screenplay),Finding Neverland,Screenplay by David Magee
927a7802-17a6-4c20-90cd-e8417898db28,2022-06-21 15:16:30.008802,2005,Writing (Adapted Screenplay),Million Dollar Baby,Screenplay by Paul Haggis
2469a224-ca5d-422d-8da5-a4987430f47c,2022-06-21 15:16:30.009455,2005,Writing (Adapted Screenplay),The Motorcycle Diaries,Screenplay by José Rivera
be001748-cbb2-4e8c-8b95-0bd018a87ef8,2022-06-21 15:16:30.011030,2005,Writing (Original Screenplay),Eternal Sunshine of the Spotless Mind,"Screenplay by Charlie Kaufman; Story by Charlie Kaufman, Michel Gondry, & Pierre Bismuth"
364dc0bd-bf81-4986-b0c7-8ac61d3e6988,2022-06-21 15:16:30.011937,2005,Writing (Original Screenplay),The Aviator,Written by John Logan
b933c0ea-7baf-44c9-8b3a-c1816f4e3d20,2022-06-21 15:16:30.012611,2005,Writing (Original Screenplay),Hotel Rwanda,Written by Keir Pearson & Terry George
ede23ae6-40e7-4620-8b6f-7e572e890dc5,2022-06-21 15:16:30.014166,2005,Writing (Original Screenplay),The Incredibles,Written by Brad Bird
c5034675-6f71-43a4-9bb3-111b544175f4,2022-06-21 15:16:30.014823,2005,Writing (Original Screenplay),Vera Drake,Written by Mike Leigh
b320c6c6-815e-4a0e-afc9-3acb173d5efb,2022-06-21 15:16:31.254622,2006,Actor in a Leading Role,Philip Seymour Hoffman,Capote
841d5999-55df-408a-b39c-ff84839e740b,2022-06-21 15:16:31.255341,2006,Actor in a Leading Role,Terrence Howard,Hustle & Flow
95e3745d-e108-48dc-bda9-8e5e4b5152df,2022-06-21 15:16:31.255845,2006,Actor in a Leading Role,Heath Ledger,Brokeback Mountain
e2552976-afdb-415d-be0e-8ab82a90d7bd,2022-06-21 15:16:31.256307,2006,Actor in a Leading Role,Joaquin Phoenix,Walk the Line
e4acb8dd-c633-4dc5-8f02-15cbea78e8c0,2022-06-21 15:16:31.256772,2006,Actor in a Leading Role,David Strathairn,"Good Night, and Good Luck."
c7aa1b9a-264b-4a07-b8da-ff80bc19bfb7,2022-06-21 15:16:31.257635,2006,Actor in a Supporting Role,George Clooney,Syriana
f83a664d-cedf-4eb8-95e7-ad6e8f9a50e5,2022-06-21 15:16:31.258161,2006,Actor in a Supporting Role,Matt Dillon,Crash
c350ee00-68bd-420a-9446-5e54793b6468,2022-06-21 15:16:31.258635,2006,Actor in a Supporting Role,Paul Giamatti,Cinderella Man
2e9aa297-261c-4405-b533-c1528dad5938,2022-06-21 15:16:31.259099,2006,Actor in a Supporting Role,Jake Gyllenhaal,Brokeback Mountain
771501bd-3811-43bc-91e2-730e8a9494dd,2022-06-21 15:16:31.259766,2006,Actor in a Supporting Role,William Hurt,A History of Violence
98201ae3-31a4-413a-927c-ba18cded6b23,2022-06-21 15:16:31.261014,2006,Actress in a Leading Role,Reese Witherspoon,Walk the Line
cf085b0e-4133-45dc-9a2f-88c99d7b566d,2022-06-21 15:16:31.261712,2006,Actress in a Leading Role,Judi Dench,Mrs. Henderson Presents
837d5e8e-e0b6-4889-9c89-0571d7281e47,2022-06-21 15:16:31.262444,2006,Actress in a Leading Role,Felicity Huffman,Transamerica
517037a5-c190-46ab-b49b-f161aa7eebd7,2022-06-21 15:16:31.263277,2006,Actress in a Leading Role,Keira Knightley,Pride & Prejudice
b2fb65a5-c50a-4d07-95dd-5373e717b98c,2022-06-21 15:16:31.264547,2006,Actress in a Leading Role,Charlize Theron,North Country
a7b74899-c1d6-4caa-b410-fd538d407244,2022-06-21 15:16:31.267382,2006,Actress in a Supporting Role,Rachel Weisz,The Constant Gardener
a0047581-69a2-4765-bdd7-4bf1abd34f22,2022-06-21 15:16:31.269269,2006,Actress in a Supporting Role,Amy Adams,Junebug
148f1cc7-b9ba-4bcd-abd3-d933ea75a463,2022-06-21 15:16:31.270917,2006,Actress in a Supporting Role,Catherine Keener,Capote
660a4b6e-36c9-495e-b3e4-dc2d8ac1419b,2022-06-21 15:16:31.271528,2006,Actress in a Supporting Role,Frances McDormand,North Country
bc157fb3-9b96-487d-86b3-ebd2afcfac7f,2022-06-21 15:16:31.272275,2006,Actress in a Supporting Role,Michelle Williams,Brokeback Mountain
20e6608e-c39d-4e70-abf1-1337ca2f2e9c,2022-06-21 15:16:31.273253,2006,Animated Feature Film,Wallace & Gromit in The Curse of the Were-Rabbit,Nick Park and Steve Box
7e6b088c-3cb5-40e5-88b8-4f8b5544ac71,2022-06-21 15:16:31.274468,2006,Animated Feature Film,Howl's Moving Castle,Hayao Miyazaki
d8cec07b-2d90-44c5-9d81-fa9a58ba5fa1,2022-06-21 15:16:31.275268,2006,Animated Feature Film,Tim Burton's Corpse Bride,Mike Johnson and Tim Burton
e7a8767f-e368-4b39-a2db-49ee38454d79,2022-06-21 15:16:31.276469,2006,Art Direction,Memoirs of a Geisha,Art Direction: John Myhre; Set Decoration: Gretchen Rau
5d00cfce-4a0b-4681-b206-bed04daabed1,2022-06-21 15:16:31.277209,2006,Art Direction,"Good Night, and Good Luck.",Art Direction: Jim Bissell; Set Decoration: Jan Pascale
a26366c4-7a3c-4a83-a664-d0be125d0c94,2022-06-21 15:16:31.278362,2006,Art Direction,Harry Potter and the Goblet of Fire,Art Direction: Stuart Craig; Set Decoration: Stephenie McMillan
e48b2f1f-21f8-4d6e-bab3-0958f2462482,2022-06-21 15:16:31.279728,2006,Art Direction,King Kong,Art Direction: Grant Major; Set Decoration: Dan Hennah and Simon Bright
d041cfcf-a6f4-470c-b888-4c3849eaca4e,2022-06-21 15:16:31.280381,2006,Art Direction,Pride & Prejudice,Art Direction: Sarah Greenwood; Set Decoration: Katie Spencer
1f6f4797-185a-4542-8e5a-5763d0d471db,2022-06-21 15:16:31.282536,2006,Cinematography,Memoirs of a Geisha,Dion Beebe
acfba22c-5e4c-4d43-9135-f675b4089f5f,2022-06-21 15:16:31.284637,2006,Cinematography,Batman Begins,Wally Pfister
537e981f-8778-49e2-b293-3031c9ff80a5,2022-06-21 15:16:31.285823,2006,Cinematography,Brokeback Mountain,Rodrigo Prieto
a8312f63-3a97-4cc2-ae08-183530983db6,2022-06-21 15:16:31.287426,2006,Cinematography,"Good Night, and Good Luck.",Robert Elswit
8797d840-77ed-4d56-ba9b-f0fa3553e857,2022-06-21 15:16:31.291404,2006,Cinematography,The New World,Emmanuel Lubezki
d53da3f0-3eb4-4f99-a65a-5e818f0883ab,2022-06-21 15:16:31.293014,2006,Costume Design,Memoirs of a Geisha,Colleen Atwood
a8de79a1-34a1-41eb-b373-3cf04199ce46,2022-06-21 15:16:31.293897,2006,Costume Design,Charlie and the Chocolate Factory,Gabriella Pescucci
713d9150-8f91-4670-bf88-3aae479503d0,2022-06-21 15:16:31.294922,2006,Costume Design,Mrs. Henderson Presents,Sandy Powell
9e104017-ba6b-4247-b3ed-7d61e7a09da5,2022-06-21 15:16:31.295884,2006,Costume Design,Pride & Prejudice,Jacqueline Durran
318f85ae-522a-40d7-93ae-954cc24a21cf,2022-06-21 15:16:31.296888,2006,Costume Design,Walk the Line,Arianne Phillips
3ac7f167-c4fc-4e5e-8eef-1fa3ede5e174,2022-06-21 15:16:31.299935,2006,Directing,Brokeback Mountain,Ang Lee
6b33bda9-b914-4b86-b7d9-4cd29516a093,2022-06-21 15:16:31.301482,2006,Directing,Capote,Bennett Miller
6b705145-f78a-418a-b46c-1b5725df5c6d,2022-06-21 15:16:31.303005,2006,Directing,Crash,Paul Haggis
51e956c1-fae8-48f2-9e94-b3cb5f78968c,2022-06-21 15:16:31.306126,2006,Directing,"Good Night, and Good Luck.",George Clooney
18c3991d-a9ed-4e03-8109-0db84c6e4a74,2022-06-21 15:16:31.307280,2006,Directing,Munich,Steven Spielberg
1286c029-e7da-47d7-9e4f-c67dda4b7b80,2022-06-21 15:16:31.309014,2006,Documentary (Feature),March of the Penguins,Luc Jacquet and Yves Darondeau
3f1f4218-eba2-48aa-949d-d3d6e1636e87,2022-06-21 15:16:31.310103,2006,Documentary (Feature),Darwin's Nightmare,Hubert Sauper
fb49e44d-9539-4f08-9e0d-c1b5b348a66a,2022-06-21 15:16:31.311234,2006,Documentary (Feature),Enron: The Smartest Guys in the Room,Alex Gibney and Jason Kliot
3dbb563c-1d2a-4c3b-8e27-484dbebec10d,2022-06-21 15:16:31.313382,2006,Documentary (Feature),Murderball,Henry-Alex Rubin and Dana Adam Shapiro
a72c6116-70da-40d9-8e6d-a2c4d1678506,2022-06-21 15:16:31.315094,2006,Documentary (Feature),Street Fight,Marshall Curry
e9c29105-dd64-4de2-b023-e2bd47913bbd,2022-06-21 15:16:31.317479,2006,Documentary (Short Subject),A Note of Triumph: The Golden Age of Norman Corwin,Corinne Marrinan and Eric Simonson
5719696a-1a0a-4904-a6e5-f6429c49bf4b,2022-06-21 15:16:31.318355,2006,Documentary (Short Subject),The Death of Kevin Carter: Casualty of the Bang Bang Club,Dan Krauss
efc6f172-4a6d-4630-aa8c-866d4a15e6eb,2022-06-21 15:16:31.319135,2006,Documentary (Short Subject),God Sleeps in Rwanda,Kimberlee Acquaro and Stacy Sherman
2948cfb4-00c9-4f8d-a39f-3b9770c7e0ac,2022-06-21 15:16:31.322290,2006,Documentary (Short Subject),The Mushroom Club,Steven Okazaki
73bf89d1-6df4-4a34-8644-630da1003649,2022-06-21 15:16:31.323801,2006,Film Editing,Crash,Hughes Winborne
922c6c56-8c68-4cc7-bc7e-3363b0614a4d,2022-06-21 15:16:31.325523,2006,Film Editing,Cinderella Man,Mike Hill and Dan Hanley
b14156d0-a73a-4326-8d27-d7aac45595f0,2022-06-21 15:16:31.326435,2006,Film Editing,The Constant Gardener,Claire Simpson
0f6eabe5-f10c-4b10-b0af-d6e5d42ba8d0,2022-06-21 15:16:31.327377,2006,Film Editing,Munich,Michael Kahn
85d4bfcb-b221-42c5-8f4c-7e999139b106,2022-06-21 15:16:31.328516,2006,Film Editing,Walk the Line,Michael McCusker
ab0c0be7-b0fa-48e9-badf-478d8e50e292,2022-06-21 15:16:31.330483,2006,Foreign Language Film,Tsotsi,South Africa
f6bcbb15-a186-4be6-8956-c265bef29730,2022-06-21 15:16:31.334273,2006,Foreign Language Film,Don't Tell,Italy
64098d84-b4df-470c-bdef-90d18fab2476,2022-06-21 15:16:31.335934,2006,Foreign Language Film,Paradise Now,France
8a98dd2f-38c8-4523-84ed-751afd0ccc6e,2022-06-21 15:16:31.337056,2006,Foreign Language Film,Sophie Scholl - The Final Days,The Palestinian Territories
7cd42631-a648-4b51-b7bc-a2a9157460c1,2022-06-21 15:16:31.338591,2006,Makeup,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Howard Berger and Tami Lane
86d4385d-d472-4586-9c41-aaa2881e7f6a,2022-06-21 15:16:31.339529,2006,Makeup,Cinderella Man,David Leroy Anderson and Lance Anderson
c6c1bde0-2f0a-44dd-8898-cb8483f1d917,2022-06-21 15:16:31.340313,2006,Makeup,Star Wars: Episode III Revenge of the Sith,Dave Elsey and Nikki Gooley
2ea1055f-71c3-41d3-8677-392ed8384ae5,2022-06-21 15:16:31.341731,2006,Music (Original Score),Brokeback Mountain,Gustavo Santaolalla
01e43a6a-70a0-4b14-92db-1723e8e376cf,2022-06-21 15:16:31.342598,2006,Music (Original Score),The Constant Gardener,Alberto Iglesias
d278474d-a6a8-4013-965a-ab8f51210a8f,2022-06-21 15:16:31.343375,2006,Music (Original Score),Memoirs of a Geisha,John Williams
231eefd3-7faa-4be6-9c18-49cbd22455bc,2022-06-21 15:16:31.345010,2006,Music (Original Score),Munich,John Williams
b0466ceb-6eef-4dfa-8e57-2826a3068e4b,2022-06-21 15:16:31.346217,2006,Music (Original Score),Pride & Prejudice,Dario Marianelli
ecbb9061-f428-4f5b-bee2-f23a870e6762,2022-06-21 15:16:31.348837,2006,Music (Original Song),Hustle & Flow,"It's Hard Out Here For A Pimp in ""Hustle & Flow"" Music and Lyric by Jordan Houston, Cedric Coleman and Paul Beauregard"
347db534-1177-4ae7-a4c0-0e77e0b5aafe,2022-06-21 15:16:31.354308,2006,Music (Original Song),Crash,"In The Deep in ""Crash"" Music by Kathleen ""Bird"" York and Michael Becker; Lyric by Kathleen ""Bird"" York"
5fbc7a42-b132-4cbe-b7a7-8ca136f0d0a6,2022-06-21 15:16:31.355104,2006,Music (Original Song),Transamerica,"Travelin' Thru in ""Transamerica"" Music and Lyric by Dolly Parton"
0590b519-b781-4121-8586-183d50427a9f,2022-06-21 15:16:31.356305,2006,Best Picture,Crash,"Paul Haggis and Cathy Schulman, Producers"
832d8239-2165-485a-8c37-98c142601f3c,2022-06-21 15:16:31.357111,2006,Best Picture,Brokeback Mountain,"Diana Ossana and James Schamus, Producers"
6ae13e85-c381-4817-a1c7-b855c020d1e2,2022-06-21 15:16:31.357792,2006,Best Picture,Capote,"Caroline Baron, William Vince and Michael Ohoven, Producers"
8505c638-a5e3-4014-94ad-0d182071aaae,2022-06-21 15:16:31.358614,2006,Best Picture,"Good Night, and Good Luck.","Grant Heslov, Producer"
123c93a6-b4dc-4459-bdc1-6b67e1d93396,2022-06-21 15:16:31.359321,2006,Best Picture,Munich,"Kathleen Kennedy, Steven Spielberg and Barry Mendel, Producers"
50f7a8bc-6ad6-4136-8ecb-e7b55b1bb700,2022-06-21 15:16:31.360575,2006,Short Film (Animated),The Moon and the Son: An Imagined Conversation,John Canemaker and Peggy Stern
971e1c06-c9b0-44d4-a0df-faf05a497439,2022-06-21 15:16:31.361391,2006,Short Film (Animated),Badgered,Sharon Colman
1d1e3938-9b41-4706-b1f7-84b8cc019b54,2022-06-21 15:16:31.362523,2006,Short Film (Animated),The Mysterious Geographic Explorations of Jasper Morello,Anthony Lucas
30df7d99-85dc-4a8d-97c4-ec63cebafb32,2022-06-21 15:16:31.363686,2006,Short Film (Animated),9,Shane Acker
47b1f1fa-f43a-47c2-a71a-225dee15065d,2022-06-21 15:16:31.367792,2006,Short Film (Animated),One Man Band,Andrew Jimenez and Mark Andrews
d7d8694a-b201-46ef-80f0-1f49f9081818,2022-06-21 15:16:31.370732,2006,Short Film (Live Action),Six Shooter,Martin McDonagh
451d2871-d347-4db5-963b-1bc3da488a89,2022-06-21 15:16:31.372728,2006,Short Film (Live Action),Ausreisser (The Runaway),Ulrike Grote
d715145e-b578-4879-a3d7-b622de50b0d9,2022-06-21 15:16:31.373623,2006,Short Film (Live Action),Cashback,Sean Ellis and Lene Bausager
751dab24-8015-42fc-b06a-b1456d8c5e15,2022-06-21 15:16:31.374492,2006,Short Film (Live Action),The Last Farm,The Last Farm
91d4cdc8-6360-436b-848f-ca8fa6b3bd3a,2022-06-21 15:16:31.375423,2006,Short Film (Live Action),Our Time Is Up,Rob Pearlstein and Pia Clemente
e3f72389-cdbc-4837-bcf7-7ff4ee914d82,2022-06-21 15:16:31.377426,2006,Sound Editing,King Kong,Mike Hopkins and Ethan Van der Ryn
46fcea13-7ddb-4b83-826f-634a80000925,2022-06-21 15:16:31.378614,2006,Sound Editing,Memoirs of a Geisha,Wylie Stateman
f9c88b0a-9f1c-4562-857e-2bdd4dd6211f,2022-06-21 15:16:31.379615,2006,Sound Editing,War of the Worlds,Richard King
fead5977-5077-4a26-8688-7fd914ea335c,2022-06-21 15:16:31.386022,2006,Sound Mixing,King Kong,"Christopher Boyes, Michael Semanick, Michael Hedges and Hammond Peek"
c21dd747-4697-4407-bae9-599b7d0cf598,2022-06-21 15:16:31.387748,2006,Sound Mixing,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Terry Porter, Dean A. Zupancic and Tony Johnson"
6dbc3b07-72f3-4dfc-a254-b7e8bcceb9f2,2022-06-21 15:16:31.388890,2006,Sound Mixing,Memoirs of a Geisha,"Kevin O'Connell, Greg P. Russell, Rick Kline and John Pritchett"
670c08d8-5b7f-4c19-b2de-8a2ecf2f1180,2022-06-21 15:16:31.389928,2006,Sound Mixing,Walk the Line,"Paul Massey, D.M. Hemphill and Peter F. Kurland"
8b8a630b-cea0-4727-8fdd-db6e946eeb72,2022-06-21 15:16:31.391213,2006,Sound Mixing,War of the Worlds,"Andy Nelson, Anna Behlmer and Ronald Judkins"
5afb7fa8-2728-46d9-ae54-a63262a529db,2022-06-21 15:16:31.392747,2006,Visual Effects,King Kong,"Joe Letteri, Brian Van't Hul, Christian Rivers and Richard Taylor"
09aa895f-add3-4059-b5a7-329597a30870,2022-06-21 15:16:31.393631,2006,Visual Effects,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Dean Wright, Bill Westenhofer, Jim Berney and Scott Farrar"
22124bd1-3ca8-4481-8277-eb9e31ffd4f3,2022-06-21 15:16:31.394803,2006,Visual Effects,War of the Worlds,"Dennis Muren, Pablo Helman, Randal M. Dutra and Daniel Sudick"
acdd13cb-5fa6-462c-b300-0c9cd398d560,2022-06-21 15:16:31.396676,2006,Writing (Adapted Screenplay),Brokeback Mountain,Screenplay by Larry McMurtry & Diana Ossana
fd8f3a61-f2be-4ca6-a4f0-e5d6af5d5f1b,2022-06-21 15:16:31.400556,2006,Writing (Adapted Screenplay),Capote,Screenplay by Dan Futterman
c18c7888-e64f-48db-b0c8-83e18be80cc8,2022-06-21 15:16:31.404259,2006,Writing (Adapted Screenplay),The Constant Gardener,Screenplay by Jeffrey Caine
df0a5ff9-c553-4f27-930f-da63aba8d3bd,2022-06-21 15:16:31.405143,2006,Writing (Adapted Screenplay),A History of Violence,Screenplay by Josh Olson
fe1ac7be-afd9-45fa-91d8-b49a3f61c95f,2022-06-21 15:16:31.406012,2006,Writing (Adapted Screenplay),Munich,Screenplay by Tony Kushner and Eric Roth
42bcef61-e53d-4e40-a8ca-bd8491320d59,2022-06-21 15:16:31.407864,2006,Writing (Original Screenplay),Crash,Screenplay by Paul Haggis & Bobby Moresco; Story by Paul Haggis
a421399b-7d6f-4f06-a89b-93d2c84dca1d,2022-06-21 15:16:31.409284,2006,Writing (Original Screenplay),"Good Night, and Good Luck.",Screenplay by George Clooney & Grant Heslov
08f08526-c52c-48b2-8cff-eeb5ba613c95,2022-06-21 15:16:31.410216,2006,Writing (Original Screenplay),Match Point,Written by Woody Allen
dcdee8e9-b503-44d6-9f47-49d2886cfbc6,2022-06-21 15:16:31.411609,2006,Writing (Original Screenplay),The Squid and the Whale,Written by Noah Baumbach
1f0cbc7a-7f54-4bac-95f2-42ad56f9ea84,2022-06-21 15:16:31.413268,2006,Writing (Original Screenplay),Syriana,Written by Stephen Gaghan
bd262375-c9bc-4c98-abd2-1ce0f2292dbe,2022-06-21 15:16:32.652322,2007,Actor in a Leading Role,Forest Whitaker,The Last King of Scotland
361ce7f4-962c-4901-8fe7-434e4d0430dd,2022-06-21 15:16:32.653040,2007,Actor in a Leading Role,Leonardo DiCaprio,Blood Diamond
63951386-471f-48d4-b5a4-2323109533de,2022-06-21 15:16:32.653534,2007,Actor in a Leading Role,Ryan Gosling,Half Nelson
d75728a2-a4a7-4ff4-8078-be4099378d1e,2022-06-21 15:16:32.654013,2007,Actor in a Leading Role,Peter O'Toole,Venus
ae26e6f0-1e67-47bb-a04f-4bbadc164cc3,2022-06-21 15:16:32.654490,2007,Actor in a Leading Role,Will Smith,The Pursuit of Happyness
56e4ff38-9f36-4583-868d-96b8b6c868d1,2022-06-21 15:16:32.655363,2007,Actor in a Supporting Role,Alan Arkin,Little Miss Sunshine
81dc9eeb-9084-4f7b-9c6d-d1c5a290c324,2022-06-21 15:16:32.655854,2007,Actor in a Supporting Role,Jackie Earle Haley,Little Children
a6626019-ee15-461e-9b5b-d51a65dd2418,2022-06-21 15:16:32.656374,2007,Actor in a Supporting Role,Djimon Hounsou,Blood Diamond
dd6ed5c9-4a16-442f-9ff2-b842a3f63239,2022-06-21 15:16:32.657120,2007,Actor in a Supporting Role,Eddie Murphy,Dreamgirls
76e0af4f-6fae-43de-9b2b-89ad5977ba53,2022-06-21 15:16:32.657808,2007,Actor in a Supporting Role,Mark Wahlberg,The Departed
1cae0ddc-92cb-431a-8865-a5394ff3c043,2022-06-21 15:16:32.659102,2007,Actress in a Leading Role,Helen Mirren,The Queen
454aa28f-9b62-4a16-9941-2e0e466a58a1,2022-06-21 15:16:32.667624,2007,Actress in a Leading Role,Penélope Cruz,Volver
b75b50f9-3707-4743-921c-96a98aaa2b18,2022-06-21 15:16:32.669104,2007,Actress in a Leading Role,Judi Dench,Notes on a Scandal
122cc268-f04a-475f-807b-e87ae2473a69,2022-06-21 15:16:32.669676,2007,Actress in a Leading Role,Meryl Streep,The Devil Wears Prada
811ecabc-05de-4577-abff-c4edbf2aae97,2022-06-21 15:16:32.670545,2007,Actress in a Leading Role,Kate Winslet,Little Children
2eeb5859-9c5e-4389-8810-b1d6af0d086d,2022-06-21 15:16:32.671640,2007,Actress in a Supporting Role,Jennifer Hudson,Dreamgirls
4e1cb993-7b81-433e-bc47-1668b3bfeaef,2022-06-21 15:16:32.672651,2007,Actress in a Supporting Role,Adriana Barraza,Babel
253a9b96-a33d-44de-b09a-ff78666584f4,2022-06-21 15:16:32.673407,2007,Actress in a Supporting Role,Cate Blanchett,Notes on a Scandal
81ae744b-0569-45b3-b527-cf1c8ec1c34e,2022-06-21 15:16:32.674132,2007,Actress in a Supporting Role,Abigail Breslin,Little Miss Sunshine
7006bed3-232e-45c9-aa52-198ebbb40e0f,2022-06-21 15:16:32.674675,2007,Actress in a Supporting Role,Rinko Kikuchi,Babel
108d5f54-c940-4b3e-8e9b-818cb69b0007,2022-06-21 15:16:32.675730,2007,Animated Feature Film,Happy Feet,George Miller
